Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1786463077,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786463078,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786463080,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786463081,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786463082,40,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786463083,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786463084,60,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786463086,70,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786463087,80,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786463088,90,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786463090,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1786463092,110,POST,/integrations/v2/encounters/update,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,11086.472325958312,11086.472325958312,11086.472325958312,11086.472325958312,2525.0
1786463092,110,,Aggregated,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,11086.472325958312,11086.472325958312,11086.472325958312,11086.472325958312,2525.0
1786463093,120,POST,/integrations/v2/encounters/update,0.000000,0.000000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,3,3,13000,12410.300633559624,11086.472325958312,13404.15040589869,2525.0
1786463093,120,,Aggregated,0.000000,0.000000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,3,3,13000,12410.300633559624,11086.472325958312,13404.15040589869,2525.0
1786463096,130,POST,/integrations/v2/encounters/update,0.100000,0.100000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,7,7,16000,14413.42270613781,11086.472325958312,16189.12659958005,2525.0
1786463096,130,,Aggregated,0.100000,0.100000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,7,7,16000,14413.42270613781,11086.472325958312,16189.12659958005,2525.0
1786463098,140,POST,/integrations/v2/encounters/update,0.700000,0.700000,16000,17000,17000,17000,18000,18000,18000,18000,18000,18000,18000,15,15,16000,15852.686302612225,11086.472325958312,18110.93288846314,2525.0
1786463098,140,,Aggregated,0.700000,0.700000,16000,17000,17000,17000,18000,18000,18000,18000,18000,18000,18000,15,15,16000,15852.686302612225,11086.472325958312,18110.93288846314,2525.0
1786463100,150,POST,/integrations/v2/encounters/update,0.700000,0.700000,17000,17000,18000,18000,19000,20000,20000,20000,20000,20000,20000,18,18,16000,16380.060869993435,11086.472325958312,20256.349984556437,2525.0
1786463100,150,,Aggregated,0.700000,0.700000,17000,17000,18000,18000,19000,20000,20000,20000,20000,20000,20000,18,18,16000,16380.060869993435,11086.472325958312,20256.349984556437,2525.0
1786463103,160,POST,/integrations/v2/encounters/update,1.500000,1.500000,18000,18000,19000,19000,20000,20000,21000,21000,21000,21000,21000,24,24,17000,17152.99601907221,11086.472325958312,20930.59302959591,2525.0
1786463103,160,,Aggregated,1.500000,1.500000,18000,18000,19000,19000,20000,20000,21000,21000,21000,21000,21000,24,24,17000,17152.99601907221,11086.472325958312,20930.59302959591,2525.0
1786463107,170,POST,/integrations/v2/encounters/update,2.300000,2.300000,20000,21000,21000,23000,23000,24000,24000,24000,24000,24000,24000,32,32,18000,18033.123401604826,11086.472325958312,23537.602649070323,2525.0
1786463107,170,,Aggregated,2.300000,2.300000,20000,21000,21000,23000,23000,24000,24000,24000,24000,24000,24000,32,32,18000,18033.123401604826,11086.472325958312,23537.602649070323,2525.0
1786463110,180,POST,/integrations/v2/encounters/update,2.500000,2.500000,23000,23000,24000,25000,25000,26000,27000,27000,27000,27000,27000,39,39,19000,19276.181942568375,11086.472325958312,26659.612657502294,2525.0
1786463110,180,,Aggregated,2.500000,2.500000,23000,23000,24000,25000,25000,26000,27000,27000,27000,27000,27000,39,39,19000,19276.181942568375,11086.472325958312,26659.612657502294,2525.0
1786463112,190,POST,/integrations/v2/encounters/update,2.400000,2.400000,24000,25000,26000,26000,29000,29000,29000,29000,29000,29000,29000,43,43,19000,20012.648648798986,11086.472325958312,29028.84305920452,2525.0
